Tweet;Provider;Label1;Label2;Label3;Label
@Telkomsel kenapa jaringan Telkomsel justru jelek kalau di kantor Telkom? Apa ini konspirasi?;Telkomsel;-1;-1;-1;-1
@Telkomsel Hai, Telkomsel kenapa ya tulisannya 4G tapi ngelag parah? Tolong dong diperbaiki;Telkomsel;-1;-1;-1;-1
Lokasi sepanjang jakarta sampe bogor. Jaringan pake @Telkomsel 4G. Gangguang sejak 2 minggu lalu. Percuma DM juga. Gue udah telpon ke CS gak ada penyelesaian.;Telkomsel;-1;-1;-1;-1
@Telkomsel Yah sayang dong min, akhir Desember poin akan hangus. Sia sia dong banyak poin.;Telkomsel;-1;-1;-1;-1
Skrg saya tau knp Telkomsel paketnya mahal, mereka ngingetin bahwa ngapain beli kuota mahal2, kan gak ada yg nge chat? Bodo amat anjir~;Telkomsel;-1;-1;-1;-1
Dan kemaren petinggi telkomsel nyalahin hardware L pelanggan dan kuota yang mau habis. \n\nGak sopan banget lu!;Telkomsel;-1;-1;-1;-1
@Telkomsel ini sinyal full tapi internet ilang, bisa di bantu untuk pengecekannya;Telkomsel;-1;-1;-1;-1
Sebenarnya sudah cape ngeluh ke admin @Telkomsel  jawabannya itu itu aja klau nanyain masalah jaringan. Podol angsa;Telkomsel;-1;-1;-1;-1
@TelkomCare @telkomsel tolong dong dari kemaren sinyal gak stabil BANGET, wilayah Kukusan, Beji. tipe hp Asus Zenfo\u2026 https://t.co/hRZkhNBUlo;Telkomsel;-1;-1;-1;-1
Jaringan Telkomsel ko parah amat yah.. Huuuft;Telkomsel;-1;-1;-1;-1
@Telkomsel min ini Telkomsel satelitnya ke samber petir ya ? Lemot parah dari kemarin;Telkomsel;-1;-1;-1;-1
@Telkomsel katanya telkomsel point reward .. tp di kuota.\n Hadeh udah 1400 poin nya angus dong kalo semuanya habis kuota \ud83d\ude11\ud83d\ude11;Telkomsel;-1;-1;-1;-1
Kecanduan banget main pubg bahkan kerjaan lagi numpuk aja gua maen pubg. Tapi semenjak turun hujan gua berenti main pubg karena signal @Telkomsel lemot banget pas lagi hujan. Makasih @Telkomsel jadi ga kecanduan main pubg lagi pas kerja;Telkomsel;-1;-1;-1;-1
Tengkyu @Telkomsel ngertiin banget anak pengangguran deh;Telkomsel;1;1;1;1
Kesombongan #telkomsel, LTE tapi internet tidak jalan. kalo memang ada trouble kenapa tidak ada pemberitahuan? https://t.co/fPRhFMoh7o;Telkomsel;-1;-1;-1;-1
Telkomsel kok lemot banget yak;Telkomsel;-1;-1;-1;-1
@Telkomsel Wkwkwkkk....promonya muncul, pas stelah aktifkan paket 17GB.;Telkomsel;0;0;-1;0
Terimakasih @Telkomsel atas paket promo data deal nya, sering2 kalo bisa kasih promo kaya gitu \ud83d\ude02;Telkomsel;1;1;1;1
gw Tuker poin telkomsel;Telkomsel;0;0;0;0
@Telkomsel Brrti mubazir dong paket maxstream yg ad soalnya hrus beli lgi paket TSB;Telkomsel;-1;-1;-1;-1
@GebbyM__ @MADEINARMY @gehenna1986 @BTS_twt telkomsel ga ada sinyal disana katanya;Telkomsel;-1;0;0;0
@Telkomsel kenapa ping sangat jelek?;Telkomsel;-1;-1;-1;-1
@Telkomsel kenapa lemot buat main game.?;Telkomsel;-1;-1;-1;-1
@Telkomsel min harganya kurang mahal !!!!;Telkomsel;-1;-1;-1;-1
saya tuker poin dengan voucher es teler, poin berkurang tapi gada SMS notifikasi. Gimana saya nukerinnya? WKWKWK niat amat korup poin telkomsel :');Telkomsel;-1;-1;-1;-1
@Telkomsel Jaringan dari jam 00.00 hari ini kenapa rusak di kota Pematangsiantar?;Telkomsel;-1;-1;-1;-1
Nah gini dong, Dear @Telkomsel ini Kak Sakhi tolong dipromosikan naik jabatan. Minimal tambah bonus deh. Pendekatan ke pelanggan oke;Telkomsel;1;1;1;1
gak tau ini udah laporan ke berapa kalinya tapi tetap sama aja, pulsa kepotong dengan sendirinya;Telkomsel;-1;-1;-1;-1
@jtuvanyx @Telkomsel Iya, barusan dikonfirmasi sama Telkomsel Ju. Hiks....;Telkomsel;0;0;0;0
@Telkomsel Sinyal telkomsel di ancol timur beberapa bulan ini parah banget. biasanya ga gini. WA aja jadi susah masuk.;Telkomsel;-1;-1;-1;-1
@makrusio @Telkomsel Kayaknya udah engga deh, dulu msh bisa;Telkomsel;0;0;0;0
agak cape yah rutinitas saban hari ngedeletin model bgini.. kalau gak KTA-penawaran kartu kredit *setiap hari masuk minimal 5 sd 10 sms seperti ini;Telkomsel;-1;-1;-1;-1
@inggrittws @Telkomsel Curhat online;Telkomsel;0;0;0;0
lemot nih sist dua hari belakangan ini :( kan alasan make telkomsel karena cepet dan sinyal dimanapun ada (meskipun mahal ehe). kalo lemot gini kan saya jadi sedih huhu;Telkomsel;-1;-1;-1;-1
Jaringan @Telkomsel area Banda Aceh bermasalah kembali, rakans. Ini ketik jam setengah dua belas malam, nggak tau jam berapa besok terkirim.;Telkomsel;-1;-1;-1;-1
Lagi sakit gigi dan cs telkomsel bikin gue makin emosi;Telkomsel;-1;-1;-1;-1
Sore admin @Telkomsel Kenapa saya gak pernah dapat promo internetan+nelpon gratis yg harga 75k sebulan lagi min? Adakah kriteria tertentu utk dapat promo tsb? Saya lihat teman teman saya sampai skrg masih dapat promo tsb.;Telkomsel;-1;0;0;0
@Telkomsel tadi saya tuker poin 100 poin ke saldo tcash 12500 tapi ko gak masuk yah saldo nya?;Telkomsel;-1;-1;-1;-1
@Telkomsel selamat sore ,saya pelanggan telkomsel halo kenapa subcribe hooq saya tidak aktif?;Telkomsel;-1;0;0;0
@Telkomsel O\n\nGw Udah ganti kartu pake @myXL;Telkomsel;0;-1;-1;-1
Abis ganti kartu telkomsel jadi pascabayar. Aku tuh jadi deg2an mulu bawaannya \ud83d\ude11\ud83d\ude11;Telkomsel;0;0;0;0
Dear @Telkomsel mbok menawa sistemnya dienakin. Orang beli TM kan karena emang sengaja mau telpon lama. Jangan menit Tsel Combonya duluan yg diabisin dunk :(;Telkomsel;-1;-1;-1;-1
Baru tahu kalau di @Telkomsel, prioritas penggunaan paketnya dimulai dari bawaan dulu. Gue pake paket combo yg 25 GB sebulan (23GB reguler 2GB videoMax) plus dapat 100 menit Tsel + 200 sms Tsel. Pas butuh telpon lama, gue beli TM, eh yg abis duluan menit Tsel dr Combo;Telkomsel;0;0;0;0
Baru saja mengirim foto @ Telkomsel Graha Pena Fajar, Urip Sumoharjo no.20 https://t.co/oXEavaHt7i;Telkomsel;0;0;0;0
@maxximall @Telkomsel Ya ampun om tagihan nya \ud83d\ude31\ud83d\ude31\ud83d\ude31;Telkomsel;-1;-1;-1;-1
"@tanya2rl \""aduh, paketanku lemooot\""\n\nLalu diriku menunjuk temanku yg telkomsel user. Yihaaa";Telkomsel;-1;-1;-1;-1
min skrang gak ada pemberitahuan lagi ya paket data mah habis, tiba tiba main potong aja, kok makin payah aja ni Telkomsel;Telkomsel;-1;-1;-1;-1
Punya point telkomsel 3000....tp bingung ini promosinya g ada yg menarik tp poinmya habis tgl 31 \ud83d\ude2d\ud83d\ude2d;Telkomsel;-1;0;-1;-1
Kenapa ping gw saat digunakan untuk bermain game tidak pernah stabil? Waktu mabar sama temen, mereka juga pake telkomsel tapi punya mereka stabil di 40 ms. punya gw doang yang gak stabil. Padahal kita main di ruangan yang sama. kayaknya cuma nomor ini doang yang bermasalah;Telkomsel;-1;-1;-1;-1
@maxximall @Telkomsel Bole tu ikutin Bu Maimon. Apa perlu sampe ada yg ngehack lagi kaya dulu? Ampun dah.;Telkomsel;-1;-1;-1;-1
Bener bgt. Ga ngerti dari yg bagus banget, tiba2 beberapa hari ini ancur, game ping naek turun, yutub buffer, udah pelaporan tunggu 3*24 jam akhirnya cm disuru on off 3G/4G -_-;Telkomsel;-1;-1;-1;-1
@jeon97kr Monopoli! Telkomsel mahal!!!;Telkomsel;-1;-1;-1;-1
@rlthingy punyaq telkomsel;Telkomsel;0;0;0;0
Telkomsel sinyalnya jelek bgt anjinggggggg dr kemaren bikin emosi;Telkomsel;-1;-1;-1;-1
@jeon97kr Ngga. Itu beneran cuma telkomsel yg oke sinyalnya soalnya bikin tower, kerjasama jg sm kampus. Aku sempet\u2026 https://t.co/wIOEiRprPf;Telkomsel;1;1;1;1
Tujuan Telkomsel dukung MET : Game gak jauh dari network/sinyal, mau gaet anak2 muda, jadikan liga game jd sarana komunikasi dan bangun komunitas #SelfieMetLaunching;Telkomsel;1;0;0;0
@Telkomsel min, kok sinyal telkomsel di gedung kantorku jelek yah blakangan...;Telkomsel;-1;-1;-1;-1
Sayang Indosat sdh milik asing. Saham telkom jg sebagian asing. Penghasilan terbesar telkom dr telkomsel. Dan saham telkomsel sebagian besar pny asing.;Telkomsel;-1;-1;-1;-1
@Telkomsel Daftar paketnya berubah terus tiap dibuka;Telkomsel;-1;-1;-1;-1
@Telkomsel Nggak jadi.. dari kemarin aplikasi mytelkomsel berubah rubah terus.;Telkomsel;-1;-1;-1;-1
@Telkomsel Entah kenapa sinyalmu reconect terus disini . Nomer sdh saya DM;Telkomsel;-1;-1;-1;-1
@Telkomsel bisa dihilangkan gak? Sangat mengganggu ketika browsing https://t.co/IU26BYi0BS;Telkomsel;-1;-1;-1;-1
@Telkomsel Sinyal mu perbaiki lah, kartu mahal kok bgni sih sinyalnya.;Telkomsel;-1;-1;-1;-1
@Telkomsel jaringanya sue;Telkomsel;-1;-1;-1;-1
Maunya telkomsel apaan si ? Maren baru bat beli 100k 30gb turunnya jauh bat https://t.co/4csKWm59ro;Telkomsel;-1;-1;-1;-1
@MtcHarry @Telkomsel Ternyata merata ya. Full 4G tapi speednya lemot, palagi kali di dalam rumah, gak ngangkat blas sinyalnya;Telkomsel;-1;-1;-1;-1
Semua tetangga yg menggunakan telkomsel mengalami hal yang sama! 188 (Notice :: Maaf saat ini kami sedang mengalami gangguan teknis) 2 jam jaringan internet lumpuh total!!! Edge pun tidak dapat, sekarang loe mau data apaan bangsat? Seolah kejadian pagi ini tidak diketahui! Taiii.;Telkomsel;-1;-1;-1;-1
@Telkomsel Makasih mba chintia, sudah normal kembali seperti biasa  skrg;Telkomsel;1;1;1;1
Telkomsel.... kondisikan dong signalnya parah amat https://t.co/xkItb8ZGrQ;Telkomsel;-1;-1;-1;-1
Tadi sih katanya iya ada tepon beda operator, gak sampe semenit kena 3600 an ahaha. Tapi sebelum2nya juga sering sih gini. Makanya sekarang beli pulsa buat paket aja trus gada isi2 pulsa wkwk;Telkomsel;-1;-1;-1;-1
telkomsel poin ini gunanya kalo ngga buat gramed ya makan.;Telkomsel;0;0;0;0
@AzmiFaiqoh @HOOQ_ID Kalo pake Simpati / Halo @telkomsel ada paket internet yg termasuk Videomax buat Hooq;Telkomsel;0;0;0;0
Ini app apalagi yaa?? Kmrn aja aku tuh make app MyTelkomsel sama T-Cash Wallet gagal terus dengan keterangan SERVER jebol. @Telkomsel kalo mo bikin aplikasi baru, tlong benerin dulu yang udah ada. Maaf curcol soalnya udh complain via Twitter & GraPari trus pgawai'a jg blg gt*;Telkomsel;-1;-1;-1;-1
jaringan internet @Telkomsel seminggu terakhir di daerah desa kemantren, kec. paciran - lamongan, jatim parah banget.\nputus nyambung.;Telkomsel;-1;-1;-1;-1
@Telkomsel Gimana bs streaming, kirim WA aja susahnya bukan main, sinyale jelek bgt.;Telkomsel;-1;-1;-1;-1
Ternyata kuota flash gw abis. Wkwkwkw makasih @Telkomsel udah ngabarin.;Telkomsel;1;1;1;1
Apakah prosedur  @Telkomsel  memang demikian ya, kartu @lop_Telkomsel saya tidak di pakai baru satu bulan langsung di non aktifkan oleh @Telkomsel, apakah tidak ada solusi lain #diaktifkan kembali atau apa lah.;Telkomsel;-1;-1;-1;-1
Aku sering bgt malah begitu. Padahal udah ambil paket internet dan nelpon pulsa ttp aja raib kalo nelpon. Sesama operator pdhl di check paketnya masih byk tapi pulsanya yg berkurang huft;Telkomsel;-1;-1;-1;-1
@gdfvking mangkannya telkomsel dung;Telkomsel;1;1;1;1
@Telkomsel ini gimana ya kok malah terblokir pas pakai aplikasi mBanking Telkomsel untuk pertama kalinya https://t.co/66hXMhxhiU;Telkomsel;-1;-1;-1;-1
Selamat Siang Customer service Telkomsel Knp sinyal di HP saya maksimal Hanya H tidak 4G masih padahal dijakarta, saat saya pakai M3 bisa 4G, mohon tindak lanjutnya.. Tks.;Telkomsel;-1;-1;-1;-1
Setelah lelah komplain ke @telkomsel krn sinyal busuknya bbrp bulan ini, akhirnya diksh tau sm temen kalo harus pindah ke 3G only, bukan LTE. Dan skrg lancar. So much for 4G lah. Tyt mampunya cm 3G kalo disini;Telkomsel;-1;-1;-1;-1
Jika ada yang berbicara dan melalukan penawaran, itu masuk akal. Ini setiap minggu telfon tetapi TIDAK ADA YANG BICARA. Dan kadang masuk 1 detik langsung terputus. Apakah jelas pernyataan saya? Setiap minggu 2-3 kali, ngeselin ngak?;Telkomsel;-1;-1;-1;-1
@Telkomsel Oh iyaa.. sekarang kn tgl 13 desember yaa.. terkecoh sm tgl.masa aktif di iklannya \ud83d\ude02;Telkomsel;-1;0;0;0
@Telkomsel kenapa pulsa saya hilang 9900, padahal saya gak pake apa2.;Telkomsel;-1;-1;-1;-1
@Telkomsel @Rozziputra26 Pekanbaru signal lelet juga min, jaringan 4G berasa Edge \ud83d\ude02;Telkomsel;-1;-1;-1;-1
Telkomsel Yah gak bisa buat yg pascabayar ya;Telkomsel;-1;0;0;0
Sinyal internet telkomsel di rantau panjang ini mmg TERKUTUK.;Telkomsel;-1;-1;-1;-1
"@Telkomsel kenapa hari ni sinyal didaerah RS Charitas palembang mengalami gangguan?;sinyal tidak stabil dan hilang timbul";Telkomsel;-1;-1;-1;-1
@Telkomsel hallo untuk lokasi pasar minggu apakah sedang gangguan? 5jam lebih internet gagal koneksi  \ud83d\ude31\ud83d\ude31\ud83d\ude31;Telkomsel;-1;0;-1;-1
@Telkomsel untuk sinyal telkomsel di daerah bogor kenapa jelek yah sinyal nya. Apakah ada yang rusak? Atau bermasalah?;Telkomsel;-1;-1;-1;-1
@jombloperak_ @Telkomsel gpp mungkin butuh rehat sejenak dari internet;Telkomsel;0;0;0;0
maaf min saya pake nomer simpati kalo di bandung lancar ketika di bawa ke cilegon sinyal nya jadi tidak stabil ,, kadang ada kadang mati untuk sinyal pada paket data nya tolong perbaiki jaringan di cilegon untuk pengguna 3g;Telkomsel;-1;-1;-1;-1
@MtcHarry @Telkomsel Samaaaaaa.... masa sinyal 3G aja cuman 3 bar?;Telkomsel;-1;-1;-1;-1
Baru beli nomor baru @Telkomsel bulan kemaren, yang tau cuma orang kantor, gw jg dah lama ga beli pulsa pinggir jalan eh kok ya tetep aja dapet SMS penipuan. Kebijakan registrasi kartu belum ada efeknya ternyata.. tapi SMS penipuan dah gw laporin ke 1166..;Telkomsel;-1;-1;-1;-1
@Telkomsel kenapa akhir akhir ini sinyal kamu sering hilang? Kamu sehat?;Telkomsel;-1;-1;-1;-1
@Telkomsel ini simpati loop sama indihome kenapa belakangan ini lemot mulu sih?? tolong jangan sampe jadi isp sampah kaya b*lt laah;Telkomsel;-1;-1;-1;-1
"jaringan anda lebih buruk dari jaringan kartu oren yg secara harga 100rb dpt 24 gb an..simpati 100rb dpt 12gb tp kualitas lebih buruk 12gb dibanding 24gb krna pake 22 nya...sudah hampir sebulan dan selama 24jam..dan benar"" nyesal udh pasang paket dgn kualitas begini";Telkomsel;-1;-1;-1;-1
@Telkomsel apa sinyal 4g belum sampai ke kab. Sukoharjo? Parah banget sinyal disini, gak bisa akses internet dgn nyaman;Telkomsel;-1;-1;-1;-1
"@Telkomsel akhir\"" ini sinyal telkomsel kok sering lemot ya";Telkomsel;-1;-1;-1;-1
@Telkomsel Sudah 2x kecewa, dulu waktu reedem poin ke zalora, eh waktu promo udah habis, hanguslah poin..;Telkomsel;-1;-1;-1;-1
@Telkomsel kok banyak sekali sms spam yg asalnya dari nomor telkomsel / AS ?? https://t.co/8YtmJPI5wM;Telkomsel;-1;-1;-1;-1
ni ga telkomsel ga indihome sama aja lemot ada apa ya? tolong dong di perbaikin lagi ini saya percuma bayar mahal2\u2026 https://t.co/CNujSxkDqf;Telkomsel;-1;-1;-1;-1
#POINtasticDeal tipu2 saya begitu dibuka waktunya, pas maureedem poin lsg coba lagi, stok habis, padahal baru beberapa detik dibuka, sontoloyo telkomsel..;Telkomsel;-1;-1;-1;-1
@rezakartaja @IndosatCare @Telkomsel iya ni, udah mahal bapuq. 4g abal-abal.;Telkomsel;-1;-1;-1;-1
ini kenapa ya kok error lagi jaringan koneksi internetnya simpati saat digunakan browsing, kekuatan sinyal bar full, tp kecepatan koneksi hanya 0,03KB/s. Sinyal 4g+;Telkomsel;-1;-1;-1;-1
@Telkomsel selamat pagi...\nmengPa sinyal simpati di cilegon hancur\nsangat kecewa..;Telkomsel;-1;-1;-1;-1
Kalau listrik mati sinyal @Telkomsel simpati langsung drop ya? Sedih \ud83d\ude2d;Telkomsel;-1;0;-1;-1
Telkomsel nih lg gangguan ya? Susah bgt internetan dari semalem sampe sekarang.;Telkomsel;-1;-1;-1;-1
@IM3Ooredoo Jangan berharap dibalas oleh @IndosatCare mereka pusing kebanyakan komplain gegara pulsa pada ilang;IM3Ooredoo;-1;-1;-1;-1
@IM3Ooredoo Mane yg katenye jaringan lagi di perbaikin? Bullshit;IM3Ooredoo;-1;-1;-1;-1
@IM3Ooredoo Kenapa jaringan 4G tidak ada dari pagi;IM3Ooredoo;-1;-1;-1;-1
Kuota banyak sinyal 4G berkurang berubah lagi H+ penuh turun H+ Batang 1 kalian main mainkan sinyalkah;IM3Ooredoo;-1;-1;-1;-1
permisi min mau tanya, apakah kita bisa mengetahui/ngetrack penggunaan pulsa terakhir? Karena saya merasa pulsa saya tersedot terus, padahal saya tidak telpon dan membeli paket internet;IM3Ooredoo;-1;0;-1;-1
to @IM3Ooredoo @IndosatCare ini 10 hari trahir saya menggunakan indosat. stlah pkt brahir saya akan bralih ke provider lain sngat kcewa trhadap lyanan indosat. jringan saya prmasalah tdk prnah tuntas. pkt unlimited namun ada ambang pmakaian. slamat anda bru khilangan 1 costumer.;IM3Ooredoo;-1;-1;-1;-1
gangguan udah 3 hari, kuota masih banyak. Hari ini masa berlaku abis, kudu piye? Cuma minta maaf terus, kompensasi? Ga ada ! Rugi? Ya iyalah ! Pengen tau gue sekarang mau minta maaf lagi atau apaan?;IM3Ooredoo;-1;-1;-1;-1
promo aja dibanyakin. tolong jaringan diperbaiki sering blekedet nich. khusunya pas hujan blas hilang kayak di antah berantah;IM3Ooredoo;-1;-1;-1;-1
@IndosatCare @IM3Ooredoo \nPLEASE!!!! \ud83d\ude4f\ud83d\ude4f \nwhy networking is bad!!!!;IM3Ooredoo;-1;-1;-1;-1
Dear @IM3Ooredoo ini knp yaa ? Maintance jaringannya lama bgt di area jbk ? internetan, loadingnya semua serba lama, udah nelfon CS berkali kali jawabnya sama semua ada gangguan di jaringan msh dlm maintanance, tapi masa sampe 1 stgh minggu lebih ???? Haduhh sampe stress bgt !!;IM3Ooredoo;-1;-1;-1;-1
Sama mas saya juga jaringan 4G tapi ga bisa digunakan. Padahal kuota banyak bgt baru isi. Saya di daerah gandul, cinere, depok. Sampai agak kesal rasanya :( 3hari belakangan ini kecewa sama jaringannya;IM3Ooredoo;-1;-1;-1;-1
Selamat malam min, saya ingin sedikit komplain mengenai jaringan im3 ooredoo saya kenapa lambat sekali? Padahal saya baru isi kuota. Jaringan sangat lemot padahal status 4G Mohon bantuannya untuk diatasi. Sayang sekali, saya baru isi kuota 20GB paket ooredoo masa ga sulit dipakai;IM3Ooredoo;-1;-1;-1;-1
@IM3Ooredoo min, kenapa ya ko jaringan di cipondoh tangerang lama banget, padahal sudah 4G min. Tolong dong...;IM3Ooredoo;-1;-1;-1;-1
cs, sy tny, knp saya isikn paket tmn saya koq blm masuk? d laporan sy pdhl sukses. ini no im3 yg sy isi 085870318711, sn nya S/N: ;IM3Ooredoo;-1;-1;-1;-1
@IM3Ooredoo @indosatcare sudah 2 mingguan susah sinyal di daerah summarecon bekasi, tolong dicek dong..;IM3Ooredoo;-1;-1;-1;-1
IM3Ooredoo Saya sudah tweet ke @IM3Ooredoo  dan @IndosatCare  tapi tidak di respon ya?;IM3Ooredoo;-1;-1;-1;-1
selamat sore min, mau tanyak saya kan beli kartu internet unlimited 7gb, sudah saya regrestasi dan berhasil. Tapi kenapa tidak bisa buat youtube, ig, browsing, dll ya min;IM3Ooredoo;-1;0;0;0
@IM3Ooredoo Lelet parah daerah Kalimantan selatan;IM3Ooredoo;-1;-1;-1;-1
Harga naik turun naik turun tidak ada kestabilan dlm bbrp periode, 1 bln bisa berkalikali berubah, tdk menyenangkan bagi pembeli maupun penjual paket data,;IM3Ooredoo;-1;-1;-1;-1
@IM3Ooredoo Tolong lah ini kabupaten bekasi kecamatan tarumajaya,sebagian lokasi sinyal 4Gnya ngga bisa digunakan (emergency);IM3Ooredoo;-1;-1;-1;-1
cs, sy maw tny, saya isikn paket data cust saya d no 085870318711 koq ktnya blm masuk? d laporan pdhl sukses, ini sn nya S/N: 20190126r. sy tunggu konfirmasi nya. mksh;IM3Ooredoo;-1;0;0;0
@IM3Ooredoo Paketanya nyuruh orang begadang,operator konyol;IM3Ooredoo;-1;-1;-1;-1
@IM3Ooredoo Sinyal di kabupaten melawi kalimantan barat 4G kenceng banget coy \ud83d\udc4d\n\ntp telkomsel \ud83e\udd23;IM3Ooredoo;1;-1;-1;-1
@IM3Ooredoo Min di daerah bandar lampung kok speednya lemot banget hari ini sabtu  26 januari 2019/padahal Jaringan 4g lte,081539353771;IM3Ooredoo;-1;-1;-1;-1
@riefkyirwansyah @IndosatCare @IM3Ooredoo Mangkenye pake Telkum Plexy;IM3Ooredoo;-1;-1;-1;-1
#2019GantiProvider bye @IM3Ooredoo @IndosatCare RT @MTHID_: @hamidyrock @Telkomsel @rickyadamp @IndosatCare (cont) https://t.co/ExE0Sx8KXZ;IM3Ooredoo;-1;-1;-1;-1
Mat siang mbak kami baru saja beli paket 3gb unlimited , tapi kenapa ya untuk wa nya kok tidak bisa sama sekali ? Help padahal wa bagi kami yg terpenting. Trims;IM3Ooredoo;-1;-1;-1;-1
SEBEL BANGET IH YAALLAH NAPASIH AH PADAHAL 4G SINYAL JUGA BAGUS BARU INGISI PAKETAN JUGA TAPI LEMOOOOOOOOT BANGET @IndosatCare @IM3Ooredoo;IM3Ooredoo;-1;-1;-1;-1
Selamat siang Hay Mimin cs indosat ooredoo. Saya mau komplain dan tanya ini, Kenapa jaringan signal telp dan jaringan signal internet saya tidak stabil (tidak seperti biasanya) mulai dari kemarin malam hingga saat ini masih tidak stabil surabaya ???;IM3Ooredoo;-1;-1;-1;-1
Hallo cs indosat Saya mau melalukan komplain ini Nama : saiful musyahidin Alamat : jalan dupak timur 4 no.12 Kel.jepara, kec.bubutan, kota surabaya. No.hp : 085731559690 Mulai dari kemarin sampaik hari ini Jaringan telp & internet tidak stabil (tdk sperti biasany);IM3Ooredoo;-1;-1;-1;-1
Beli pulsa unlimited, buat youtube udh ga bisa..buat inetan lemot..nyesel..\n\n@IM3Ooredoo @IndosatCare;IM3Ooredoo;-1;-1;-1;-1
Untuk kesekian kalinya saya laporkan popup yg terus terusan muncul, sangat2 mengganggu, apa g bisa ada solusi dari @IndosatCare @IM3Ooredoo ???????!!! Jangan suruh saya untuk restart cabut sim and the bla bla bla, karena sudah sering saya lakukan dan tetap saja sama!!!!;IM3Ooredoo;-1;-1;-1;-1
Udah berkali-kali, masalahnya yang mengalami hal yang sama bukan hanya saya, semua warga di desa juga sama. Mohon tindak lanjut;IM3Ooredoo;-1;-1;-1;-1
@IM3Ooredoo Hallo mimin mau tanya kenapa signal saya didaerah saya 4G nya gaada yaaa ?;IM3Ooredoo;-1;0;-1;-1
@IM3Ooredoo gimana nonton youtube, kualitas 360p aja lag, im3 lemot, mending yg lain, bayar lebih dikit koneksi kenceng;IM3Ooredoo;-1;-1;-1;-1
@IM3Ooredoo Sinyal 4G di daerah Candimulyo kab. Magelang tiba tiba hilang, mohon solusi;IM3Ooredoo;-1;-1;-1;-1
@IM3Ooredoo Paket tai anjing lemot lu kebanyakan wacana lu min;IM3Ooredoo;-1;-1;-1;-1
@IM3Ooredoo Booongg. Gmn mau nikmatin toh koneksinya super duper lemottt. Perbaikin dlu koneksinya jgn cmn iklan doang \ud83d\udc7f\ud83d\udc7f\ud83d\udc7f\ud83d\udc7f\ud83d\udc7f\ud83d\ude21\ud83d\ude21\ud83e\udd2c\ud83e\udd2c\ud83e\udd2c;IM3Ooredoo;-1;-1;-1;-1
@Indomaret @IM3Ooredoo wes klewat kang wektune, sak iki es tgl 25;IM3Ooredoo;0;0;0;0
Jaringan kami disini mengeluh karna jaringan sudah 4 hari ini tidak bs sekali di pakai.. coba cek kab. Mojokerto kec. Ngoro Ds. Kunjorowesi Dsn. Sekantong RT 01/RE 05. Tolong dong di perbaiki uda 4hari ini;IM3Ooredoo;-1;-1;-1;-1
Sudah 7 hari lebih jeung di Cakung no internet padahal sinyal 4G. Pindah paketan dulu ke Telkomsel. Seperti kalau bepergian ke luar kota.;IM3Ooredoo;-1;-1;-1;-1
tolong dong penjelasannya kenapa pulsa saya selalu habis sendiri tiap kali isi pulsa pdhl koneksi di 3g tdk aktif data, karna saya pakai wifi di rumah;IM3Ooredoo;-1;-1;-1;-1
@IM3Ooredoo min mau ta ya setingan internet dong ini im3 sinyalna ga bener;IM3Ooredoo;-1;-1;-1;-1
Kenapa ya kok pulsa Indosat saya selalu habis sendiri pdhl tdk pernah di pakai, dan data tdk aktif, koneksi di 3g karna saya memakai wifi provider lain tolong dong penjelasan nnya;IM3Ooredoo;-1;-1;-1;-1
@IM3Ooredoo Kenapa ya kok pulsa indosat saya selalu berkurang sendiri pdhl tdk aktif data koneksi di 3g,  karna saya pakai wifi;IM3Ooredoo;-1;-1;-1;-1
Kehadiran sponsor Indosat ooredoo selalu menganggu sehingga tidak bisa bekerja secara normal karena macet dengan adanya sponsor indosat di App Browser mohon perhatiannya terima kasih;IM3Ooredoo;-1;-1;-1;-1
@OktadianPtsri @rhiswandhagungk @IM3Ooredoo Ehehehe orasih, cuma mager ganti akutu. Kenangan2an mah tertinggal di hengpon jadul wkwk;IM3Ooredoo;0;0;0;0
RT @rhiswandhagungk: @khaerun38 @OktadianPtsri @IM3Ooredoo Indosat emang gitu.. nomer indosatku cuma buat paket telfon aja padahal;IM3Ooredoo;0;0;0;0
bisa ditingkatkan lagi kah kualitas jaringan di daerah Karawang? karena sungguh terlalu sabar hanya untuk menunggu melihat story saja , apalagi kalau hujan, gerimis pun buka feed instagram lamaaaaa . Terima Kasih untuk tanggapan nya;IM3Ooredoo;-1;-1;-1;-1
dear @IM3OoredooJBTK @IM3Ooredoo, wilayah Karawang kok jaringan nya ga bagus ya? di display jaringan handphone tertera 4G LTE, tapi lihat story instagam & WhatssApp aja gak kebuka2.. awal penggunaan sinyal kenceng, lama-lama ... ??? any solution?;IM3Ooredoo;-1;-1;-1;-1
@IM3Ooredoo benar mengecewakan jaringan IM3 di Garut  ...lelet sinyal timbul tengelam katanya 4G..no real;IM3Ooredoo;-1;-1;-1;-1
@IndosatCare @IM3Ooredoo nih min... ga ada layanan lho... ttp aja kepotong pulsanya .... wtf!!! https://t.co/VyANbvMYra;IM3Ooredoo;-1;-1;-1;-1
@IM3Ooredoo hallo.... kok ga ada tindak lanjutnya ya min... wah... kl kayak gini gmn nih... bisa ga dilaporin min?;IM3Ooredoo;-1;-1;-1;-1
Indosat emang gitu.. nomer indosatku cuma buat paket telfon aja padahal, tapi pulsa reguler tetep abis. Dan paketannya ngga bisa buat telfon.. kan fakboyyy;IM3Ooredoo;-1;-1;-1;-1
